timestamp,speaker,words,tags
,Kazumo,"You know, uh, I don’t know that for a fact, but I think…See most of the, most of the Japanese that came over, when they came over, they really had some kind of a contact. In other words, there was some, someone who was bringing, you know, they were going, in fact I don’t know if they went to Japan, but they had the contacts in Japan to say, “okay, you know, why don’t you come out, boy you know it’s pretty nice over there, you can make money and all that.” And all of that, they were recruited in some ways, uh by, and I think Dad, probably heard about the United States, how good it would be, how you could make your millions and go home, type of thing. And uh, but who that was, but why do I say that? I say that because there were, he came from my se-, as I say, Fukui-ken, and there were other people from Fukui-ken that were here at the time. Now there were not a big number, because if you ask the Tacomans “where did you, where, what’s the origin of your ancestry,” you know, you’d hear Hiroshimas, and the Hime, and, you know, others, but Fukui had a number of them. And so I think that’s… Someone had told them about the potentials of coming here. Now that’s true of not just Tacoma but all the other locations too, I know.",
,Lisa,"And how about your Mom, then, how did they meet?",
,Kazumo,"Well, Mom, uh, that’s uh, arranged. I guess somewhere along the line, they told the people how wonderful Dad was, and all that kind of stuff, and so that’s, uh... I’m not quite sure exactly how it all happened, and in fact I’m not quite sure whether my, my… I think I’m correct in saying that he went to Japan and brought her back, rather than for her to come alone. But I’m not sure that that’s true. I don’t know, some families, I don’t know exactly, what all about how their parents came over, and all that, but I don’t know that I know.",
,Kazumo,"Part of the reason for not knowing is that when you’re a kid, all you’re worried about is play, and you’re out playing a lot.",
0:09:48,Kazumo,"If, and I think you’ll find this kind of true, that if you find that a person lived with their parents after, let’s say, the schooling age, and spent a lot of time together, they know a lot more about their parents than someone like me, who just barely got, well, in fact, really truly got through high school, went away to college, separated ever since that time, and never really lived together to any extent, maybe for short periods but, and so you really didn’t have the opportunity to talk to your parents and know what’s… And so, like in our family, you look at our family, I would guess offhand that my sister, and my, and one of my brothers, and in fact my youngest brother also, all three of them, because they spent more time with my parents, know more about some of the things than I do.",
,Mary,So you’re the oldest.,
,Kazumo,"I’m the oldest, but I’m the one that probably left the family. In fact, I shouldn’t say probably, I left the family very quickly after schooling. My sisters lived with my folks just about all the way through, because they stayed in Chicago and had a multi-apartment building together. My one brother, Tom, he didn’t come here, but he’s living here, but he never got married, so he spent all his time here, all his life with Mom. And in fact, when Mom got to the point where she wasn’t able to get along too much because of dementia, he’s the one that took care of her. My younger brother, he was so young when we left Tacoma that, for example, he never went to Japanese school. But in his case, he also lived with them until he got married, and then even after marrying, because he was in Chicago, he was able to see Mom and Dad. For me, we left Chicago and went to Pennsylvania and lived there for twenty-five years. So we were away from the parents for a long time. The only thing we know is what conversations we had when we came over here on vacations and stuff like that.",
,Lisa,"You said that as a child you did all kinds of play, and you were interested in playing. What kinds of games did you play, and what would you do? I think you mentioned marbles.",
,Kazumo,"Well, most of my life I was very much involved in sports. I spent a lot of time on sports, including baseball, basketball, football, did some bowling, so that was my life. It wasn’t girls, it was sports. [laughter] And work. I, I’d say that…most of the days were spent in school and then play. The Buddhist church, and the Methodist church, both had gymnasiums. So later, they had ping-pong tables set up, and all that kind of stuff, so you could just spend your time… It was a recreation hall for you.",
,Lisa,"You mentioned marbles earlier, where did you play marbles?",
,Kazumo,"On the bare ground, you know, most of them you kind of wet it down and level it off, and then you play. I don’t know, do you know marble?",
,Lisa,In a circle?,
,Kazumo,"Yeah, you’d have a circle, you’d start, shoot the marble, and then you’d knock the marbles out of the circle and things like that, and … that’s where, as I mentioned, this Akiyo Ichio, he’s the one that came to me and said…I didn’t realize it, but I know that I never was looking for marbles, my bag was always full. [laughter] Yeah but…",
,Mary,Did you…go ahead.,
,Kazumo,"No, I…[gestures to go on]",
,Mary,"Well I was going to ask, did you…you played on a church team, did you play on a high school team, and then also in the Courier League? It sounds like…",
,Kazumo,"Not high school, I did not. My closest to school was when I was in college. I turned out for baseball and I was, I didn’t make the team, but I was in the last cut, so that was about as close as I got to playing.",
0:14:50,Kazumo,"During the time that we were in high school, there was Japanese school, for one, not a real priority in my mind, but priority, but the other part of it was that my dad has his store, so quite early I started to help out whenever I was needed, and it had a higher priority than to play sports. But I did play enough in school, you know, just intramural-type sports. So school was part of it, in fact, I think I mentioned to Lisa already, but this John, Jack Godfried that wrote my nice letter, when I was, when I wanted to get out of camp, so was the one in McArthur Intermediate School, in our final annual, yearbook, he wrote down: Kaz Horita, the first Major League baseball player. [laughter] So that was, that was nice of him.",
,Lisa,Yeah.,
,Kazumo,"But, but my baseball was pretty good, pretty good, but okay, where else did we play a lot of baseball. It was Courier League for the Japanese-Americans, in Seattle, Tacoma, and the whole valley area, was a major thing for us. I mean, lots of our boys played. I’m not quite sure who you’ve interviewed so far and who’s played, but Taki, Taki Ikeda, have you interviewed Taki Ikeda in Tacoma? He’s, he was a good player, but other than that, I don’t know that you’ve interviewed anyone else that was a, you know, a star, but the reason I say that is because I, I was kind of a star. You know…[laughs] At least, I felt very good about it, and I was on the All-Star team fairly frequently, and an All-Star team meant that you were at least considered pretty good in the Seattle, the valley, the Tacoma, and the whole area there.",
,Mary,"Well, so you had to travel quite a bit to play in those games.",
,Kazumo,"Yes, we went, we went to Seattle pretty often, because Seattle had the majority of the teams. And then you also went to the various, well, there was a Kent, instead of “Kent” it was called “White River,” and there was Sumner, Orting, no Orting didn’t have one, Orting didn’t have one. Uh, Fife had a good team every year, Fife had a real good team. Seattle had lots and lots of teams, but around Seattle you’ve got Bellevue, you’ve got Green Lake, those are teams that…they had teams. That was basketball and baseball, and they had enough teams so that there was four separate leagues. There was an A, B, C, and a double-A, so that you started with a C when you were real young, and then you kept advancing up.",
,Mary,So you got to know people from different communities maybe as a result of that.,
,Kazumo,"The boys, especially, yeah. In fact, now you had to play enough, but fortunately, I did play quite a bit, so that when I got, for example, when I got involved in the JACL, Japanese American Citizens’ League, and I got involved very much there, so I used to go around the country for the JACL. I would go to some towns, and they said, a young fellow would come up to me and says, “My dad said to say hello to you.” And it would be one of the fellows that I’d played either basketball or baseball against. And yeah, so, it also made it so that when I was, again my work took me around the country a lot, foreign countries as well, but when I was going around the countries I would go to a, Kansas City, and I’d tell my buddies that I went, that I was going there to that location, I says, “I’ve got to call up my buddy here.” “Kaz, you’ve got more buddies all over this country than anyone else that we know, you know.” And I’d go to Kansas City, and I’d call someone up and “hey, you know,” and these are fellows that either were fellows that were in Tacoma, or most of them were fellows that I got involved with in sports before or because I was now becoming quite involved in JACL. I got to know a lot of people from there. So yeah, I was fortunate in, as I say, at least the other fellows that I worked with, just couldn’t understand how a person could have that many friends around different parts…",
0:20:00,Kazumo,"That was one of the nice things about being a Japanese-American. Because that gave you the chance to, you know, just very quickly get to know a person.",
,Mary,Because you had so much in common you mean? Or just a small community?,
,Kazumo,"It’s, it’s, you feel a kinship to them, uh, somehow or other you’re a – you know, if you – if you, if I see, uh, what I think is a Japanese-American in a meeting or something, I go up to them, say “Hey, hi. Are you Japanese?” Now sometimes people don’t like to be – because if they’re not, then uh – or the other part of it is that if you’re a Japanese, some – some people don’t like to have someone else come up to them, you know. “Are you a Japanese?” Because then, then the thought is that you’re being asked whether you’re an American or not, and, you know. We’re Americans, you know, which is true. But I personally don’t feel very antagonistic, you know. I don’t – I don’t mind them asking me – I’ve – I’ve been around the country, I’ve been around the world and, you know, hey. So what if they’re – if that starts a conversation, okay! [laughs]",
,Lisa,"Is this particularly true, do you think, with the Nisei?",
,Kazumo,"Yes. I – I hear that quite often. If you, uh, look at the Japanese – the JACL, the Pacific Citizen, which is a JACL house organ, you, every so often you read someone, um, rebelling to being called a Japanese, you know, or “are you a Japanese?” That question arouses some [hands raised together in front] in a person. As I say, maybe I’m different, but uh, I – I, at least so far I haven’t had anyone – I mean I haven’t thought about it when they ask me. I reply very quickly.",
,Kazumo,"That – that, maybe for me that occurred because when I started going to college, especially when you’re out in the world, when I came to Chicago, even though I was in a community where there is a lot of Japanese in Chicago, but school was very few of us. Because we were being selected to go to college, and so I… I know, I know that one of my first days’ experience at school when I went there, uh, this fellow who was Russian, Kutschtik, I think was his – but anyhow, he and I went to lunch together and, uh, he came, you know, we were talking and I can’t remember what the subject was, but anyhow, I was giving him trouble for being a Russian. He turned around, says “Kaz,” [shakes finger and looks intent] he says, “you know, I could call you worse names than you’re calling me here.” [laughs] So it was kind of fun.",
,Lisa,When did you start getting involved in the JACL?,
,Kazumo,"When I moved to – when I was in Chicago, I wasn’t, I was a member – that’s about all. And then, when I went to Philadelphia, now that would be 1958, I, uh, moved from Chicago to Philadelphia… Philadelphia has much fewer Japanese-Americans than, you know, like than Chicago. And so one of the organizations that you could join to get – to meet with other Japanese-Americans was the JACL. And, uh, I got quite involved with them, first becoming a member there, and you’d probably hear the name somewhere, if you haven’t heard it already, Tom Tomaki –",
,Lisa,Uh-huh.,
,Kazumo,"Well, Tom Tomaki, Dr. Tomaki, is a Tacoman, of course, and you know that, but he’s, he was out in the Philadelphia area. And I contacted Tom, and he helped, in fact, he helped me get the real-estate agent who found the place that we wanted to live, because we were the, the facilities that I was going to work at happened to be fairly close to where Tom lived. So anyhow, but… Tom Tomaki got me introduced to JACL. He was the one that says, “Hey you’ve got to join the Philadelphia group.” And so I – I went. He – he got me started, and he’s the one that gave me all the trouble, because then I got – then I got too involved.",
0:25:00,Kazumo,"I got, uh – I got in the JACL, and the next thing I knew, I was, before, well before a couple of years, I was president of the Philadelphia Chapter. And then that led me into becoming the governor of the Eastern District, which then took care of the Eastern part, and then the next thing I knew, I got involved in the National JACL, and I became, uh, well I was, after spending four years as the Eastern District governor, which wasn’t too often, because most people didn’t run for two, office for more than two years. Two years was the general, you know, that, you were elected for two years. But then anyhow, uh, subsequent to that, I got involved in becoming the national vice-president for JACL, and I was national vice-president for four years. And then, after that, I uh, was very close to this move from Chicago – I mean from Philadelphia to Chicago-area, back – back to Chicago from Philadelphia, back to Chicago, so I got, when I got to Chicago, I sort of… I said, “I live too far away from the JACL,” so I’m just a good card-carrying member now.",
,Lisa,"When you moved – we will go back to Tacoma, I promise – but um, when you moved to Philadelphia and you were looking for a house, was it easy to find a place to buy? Were you steered into certain neighborhoods, were there covenants that said “No Japanese-Americans” in areas, did you face any of them?",
,Kazumo,"If there was in Philadelphia, I’m not quite aware. There was, well, we made an offer on a house… Well, number, number one, I’m not quite sure how – how it was in Philadelphia, but now I’m, now I’m kind of flipping a little bit back here, but uh, when I was interviewing for jobs, jobs were not that difficult at that time. When I was interviewing, as far as getting interviews…",
,Lisa,"Which years? I’m sorry, when is this?",
,Kazumo,"This is right after the War. See, well, in other words, I went back to school after service, and, uh, so in 1947 is when I started looking for it, for a job. And at that time, and this was at school, at the Illinois Institute of Technology, we had lots and lots of interviews available to us. And, in fact, I remember a number of occasions when I’d be, or we, we’d be out playing softball, out in the field, and the lady who was in charge of … personnel office, well, let’s see, she was – any, anyhow, she was part of the group that got people to go to the interviews, and all that. She would come out, “Why don’t you fellows get dressed up and take an interview?” You know, and we’d go and take an interview, you know. [laughter] It was kind of like that. So, it was, but I had a[n] interview with Philadelphia Quartz Company, and they were headquartered in Philadelphia. And the – in my interview, the fellow that was interviewing me said something. It had not gotten to the point where, you know, he was going to say “Hey, you know, we’re considering you as a good candidate,” all that. But he said something about [how] it may be difficult to find housing in that area of Philadelphia. At that time I didn’t know what it meant, but it was in the area that was fairly, uh, I don’t know, I guess they were probably had nice houses there and so anyhow, that was one mention that I remember. Other than that, I didn’t get anything that I felt bad.",
,Kazumo,"But, now, going back to the housing, when we went out to Philadelphia, they, uh, some of the people at Container Corporation, that I work for, were a little bit afraid how it might be to find housing. And uh, but having Tom Tomaki, as I say, was there.",
0:29:57,Kazumo,"And Tom had a friend, a doctor friend, whose brother was in the real estate business. And he, in fact, they were the ones that helped me connect, go around. Now whether they were being selective, or not, I don’t know. But, the fact is that one house that I did make an offer for, the first one, it was sold before I got it. But whether it was sold, and whether the neighbors are rebel – I don’t have any idea. But I know that when we did move in to a house in that area, we had the best reception. You know, we – I left Chicago hearing that out east those people are all cold, oh no they’re not going to – you know, I mean they just really not that friendly out there. Well I, we moved into this neighborhood and we had half a dozen people that baked a cake and brought it down, and all this, just to say “Hi, you know, we’re your neighbors, hi.” So that was nice, and we found them friendly. They were looking for churches for us, you know, we were invited to all kinds of churches, and all that, which was very nice. It was a strongly Italian neighborhood that we moved into. And as I say, we enjoyed life there for twenty-five years, yeah. Made some real good friends out there.",
,Kazumo,"Now the, I might want to go back to before that, finding a house in Chicago.",
,Lisa,Okay.,
,Kazumo,"And, of course, I’m sure that others have expressed it, but when we first came out, well, when I first came out, I had been approved to go to Illinois Institute of Technology. I came out here, and the Quakers, the American Friends’ Group, had a hostel, and that’s where they kind of suggested we go to, just for initial, just from there you go looking for your apartment. And I do recall my first experiences there, going along North State Street, which is all these honky-tonks were located there, in that area, going to places and there’d be a For Rent sign. You’d knock on the door, “Ohhhh, we’re sorry, but we just rented this…” I got lots of that from a number of them. And ended up, all I was looking for was a rooming house that, you know, that I could just have a desk there and enough so that I could do my studies and all that kind of stuff, and so that was kind of interesting. The Quakers did try to find a place for you, but they told me there was a place on a hundred and something, and I asked someone else where that was, and he’s like “ten miles out of town,” and you know, [scrunches face and raises hands, imitating fear], I’m afraid of going, being that far away, so I didn’t…",
,Lisa,So what did you do? Where did you end up?,
,Kazumo,"Well, I ended up in a rooming house that actually had a few other Japanese students there. And so, well I say a few, yeah, there was about, there was about two, two others that were there, and they had a room open, and so I got there.",
,Mary,And what year would that have been?,
,Kazumo,That would have been 1943.,
,Mary,So you had been discharged from the service–,
,Kazumo,"No, no, this was, [camera jumps downwards] I was – this Jack Godfried letter, that was to approve me – well, what happened there, was that as soon as we got put into these concentration camps… Well, number one, we went to a, for us in Tacoma, we went to Pinedale, California, which was down in, close to Fresno, all the way from Tacoma, and that’s hard to understand why we got all the way down to Pinedale, California, because right in Puyallup, those people went to Puyallup Fairgrounds, and the Seattle people went to Puyallup… But anyhow, we were down in Pinedale, California. Then from there, the Tacoma people got shipped up to Tule Lake.",
0:34:58,Kazumo,"And then from, there was quite a number from Tule that later, because Tule became a separation, I mean, not a separation, no, the people that, well, I don’t know if you’ve got into this whole area of trying to answer yes or no, whether you would serve for the country, and all that. Well anyhow, those that said, because of some difficulty in interpreting those questions, they said “no, no,” well some of those, those people were left in Tule. I’m not quite sure whether all of them were or not, but anyhow, but the rest, the ones that otherwise were sent to other camps.",
,Kazumo,"Well I was out of the Tule by that time, but my parents, for example, [camera shifts upwards] went to Minidoka camp, Minidoka up in Idaho. But as far as now how did I get out to school? When I was in Tule, and this is fairly early after we were interned, that they sent down to those who, [counts sequence off on fingers] number one: could essentially afford to go to school, college, and be able to handle the finances out of their pocket, more or less, in other words they were not sure that you could go out and find a job. And so, for those, and if you showed that financial capabilities, then they started to look for – and they were happy with everything else, they, your application – then they would let you apply for schools.",
,Kazumo,"Well, now, instead of saying I want to apply for Illinois Institute of Technology, it was a case where the Quaker group, the American Friends – and this was in the co-op, well it was a cooperative effort, between the universities that were kind of willing to do this and the American Friends – that they looked for colleges for you. And in my case, for example, the University – I wanted to get into chemical engineering, maybe chemistry, but more chemical engineering. That’s what I wanted. So, the University of Tennessee, Swarthmore College in Pennsylvania, and Illinois Institute of Technology, all three said, “We will accept Kaz as a student.” And so the University of Tennessee at that time, to me sounded like it was the far south, and I was just going to not – well, I was a little bit afraid of it. Swarthmore College was chemistry, rather than chemical engineering. And that’s – and then, of course, Illinois Institute of Technology, being in Chicago, and by that, you know… Chicago was where there were a few Niseis [camera shifts off to the right, off of Kaz] that were starting to go on to – well, anyhow, I chose the [camera shifts back onto Kaz] Illinois Institute of Technology, and that’s how I got out to school.",
,Kazumo,"So I got the approval, and again that’s when one of the things that I had to have was reference letters, and that’s, one of the letters was John Godfried’s letter. So that’s kind of how everything occurred. It was kind of interesting leaving camp, for me, because I didn’t, decided that I would, instead of coming directly out to Chicago, I would – and I’m not sure whether I asked for approval to do this or not, but anyhow – some of my friends by that time had gone up to Walugah – Wah – Walla Walla, Washington, where they were harvesting asparagus. So I visited some of them. Then, on the way through there, I visited Doctor Munekata’s family. Now Ryo was not there, because he was in California, and he never got, he had to go to a camp down there, but his two sisters and father and mother were in Napa, in Napa, Idaho, and I visited them on the way out.",
,Mary,So you arrived in Chicago in ’43.,
,Kazumo,’43.,
,Mary,And went to school.,
,Kazumo,"Went to school, yes, and we had to go to school essentially throughout the year, there was – we were tied with the Navy ROTC. In fact, that’s the reason I had to find housing outside of the campus, because Navy ROTC had all of the school housing taken over.",
0:39:52,Kazumo,"But anyhow, we went to school with the Navy ROTC people, so we spent essentially sixteen weeks, school, sixteen weeks, and so forty-eight weeks were taken up with schooling, and then three weeks in between were the, between semester. So we had, we had three semester years, and what we did was we accomplished a year and a half studies. And those days, each year was a little tougher, in that we had to have forty-eight credits, sixteen credit per semester, forty-eight credit for us. So we were able to graduate in two and two-thirds year. Although I had schooling before that, so I got out in about two years.",
,Lisa,When did you go in the service then?,
,Kazumo,I went in the service in ’45.,
,Lisa,And how long?,
,Kazumo,"I was in for about a year, a little more than a year actually, a year and three months.",
,Mary,"Was that before or after the war ended, then?",
,Kazumo,"This was before the war ended, but by the time I got out, the war had ended. And they actually deferred me for a very short time. I shouldn’t say a very short time, I guess for about a half a year or more, because I was, they felt I was, at least they said they accepted the fact that I was, you know, a year and a half away from getting my degree.",
,Lisa,So how about if we go back to Tacoma –,
,Kazumo,All right. [camera zooms out],
,Lisa,"And um, the produce market, you said you helped out in the market –",
,Kazumo,Yes.,
,Lisa,Were you the only one? Was – did you mom also help in the market?,
,Kazumo,"Yes, yes. My mom helped some. She was, she was of course having to take care of the kids, all that kind of stuff, so she didn’t, she didn’t help too much, but where – I’m not quite sure how she accomplished it – most of the time she worked was, I think, when the kids were a little bit older, but, uh… I don’t know if you could – no, you wouldn’t recall, but yeah, you do have some – now strawberries, if you see strawberries now, they’re sort of put in there, although they put the bigger ones on top and then the smaller ones [gestures as if stacking a carton top to bottom]. Well, in the old days, strawberries came in wooden, little, look like baskets [fingers shaped like a basket], and she did like things put the small ones on the bottom and put the nice big ones [gestures as if arranging strawberries bottom to top, from smallest to largest] and making it look pretty. Or making sure that the oranges were piled up [gestures to demonstrate stacked oranges]. She didn’t do any selling, or anything else like that, but she kind of helped in that. She didn’t work too much, at any time that I recall.",
,Kazumo,"We lived walking distance, we lived walking distance from the store all the time. As I say, our stores were on Market Street. And we were living all the way, all around that area [gestures in a circle].",
,Kazumo,"Let’s see, I thought one of the questions has to do with where we lived.",
,Lisa,Mm-hmm.,
,Kazumo,"I was born, I was born on between 11th and 13th on Fawcett, just about [unintelligible].",
,Mary,"You were born at home, then.",
,Kazumo,"It was, [camera begins jiggling and shifting around of Kaz ] it was in a home, but we, we didn’t, we didn’t own it, we just rented it. [camera stabilizes on Kaz] We didn’t buy a house until we got to the last one, but I’ll get to that. Let’s see, we lived there, then the next place we lived was between 17th and 19th on Market. I remember that house because the thing was on a hill [arm in shape of a slope], you know, a slope like this. The other thing, other interesting thing about that, maybe other Japanese-Americans have had the same experience, but we had a—Jack was his name—but Jack lived with us in our house. I’m not quite sure what his relationship to the house was, but he lived with us in the house, and just sort of separated by a – only the fact that he had a room, but he lived with us and I’m not quite, not quite sure… But he was – I uh, I still, I was very young, but it was, I know that it was at a time when my brother was living, so that would have been – and my brother is three years younger, so I must have been five years old by that time or so, anyhow. But I remember him.",
,Lisa,Caucasian? Man?,
,Kazumo,Caucasian.,
,Lisa,Okay.,
0:44:55,Kazumo,"Yeah. And then we moved from there to 19th and Fawcett, just down the – I don’t know if they’ve described where the Methodist Church was, but we lived across the street and down a little bit from their Methodist Church. Then we moved from there to between, let’s see, it would’ve been 15, 15th and Fawcett, just about the middle of the block there. And then we moved from there to between Tacoma Avenue and G Street on 18th. So that would’ve been just right above where the Japanese school is. So, and…",
,Mary,And that was your last… [talking over one another],
,Kazumo,We bought that. That was where we – we bought that house.,
,Lisa,Why did you move so much? [camera jogging around above Kaz’s head then resettling],
,Kazumo,"I don’t – I don’t really know, except…I know that the last move was because we were buying a house. If I had to guess, the uh, the house that was, that was on between 15th and uh, middle of the block, 15th and 17th on Fawcett, was a nice house, a big house. We lived right next to a Chinese family, the Wings, I don’t know, has anyone mentioned the Wings?",
,Mary,Yes. Uh-huh.,
,Lisa,"Yes, yes.",
,Kazumo,"Okay, well Wings were our neighbors. And so, the boys, the Wing boys were a very good friend of ours, William was our, the closest one to me, but, I think I spent more time with the older brother, David, because he was a heck of a ball player.",
,Lisa,Ah.,
,Kazumo,"And, you know, we spent time. I – he taught me how to play baseball, in some ways. He was, he was good enough to be, I think he played for the high school team, as I remember, David Wing. But uh…",
,Lisa,When you’re—sorry.,
,Kazumo,"So I don’t know why, exactly, why we – and I’m not aware of the fact that we moved more than anyone else moved, but I don’t know.",
,Lisa,"Maybe you remember all the moves, so we’ve heard about more moves from you.",
,Kazumo,"Oh, is that right?",
,Lisa,"Maybe other people forget them, yeah.",
,Kazumo,"Could… Well, I think, if I have the guess for a lot of the families, if they were involved in a hotel business, or something like that, then, of course, they had the hotel and they might… Now if there were, I don’t recall people moving from hotel to hotel, but I do recall a lot of families that moved from the farm to the hotel, or something. You know, if you said, “Well, now where did so-and-so come from…” And I also recall people that had hotels, the family moved back to Japan, a lot of that, a number of them that I can recall. Where someone else came in who was, again, Japanese ancestry. But maybe it was – you know, I really can’t remember that, why we moved maybe more than others.",
,Lisa,"So did you walk to school, then?",
,Kazumo,Yes.,
,Lisa,And what schools did you go to?,
,Kazumo,"Well, I went to Central, to start with, and I went to – started Central when I was living at the one on Market Street between 17th and 19th. That’s where I – that’s when I started my first school, Central School. Then McCarver was our second school. And I think by the time I went to McCarver, I think we were living on the Fawcett Avenue, between 15th and middle of… And then by the time I went to high school, most of the time, high school, I think, all three years, I think I was living on the 18th Street. So that, that was a walk right up Tacoma Avenue and… But yes, walked to school all the time.",
,Lisa,"And so that, you went to Stadium?",
,Kazumo,"No, Lincoln.",
,Lisa,"Lincoln, okay.",
,Kazumo,"Lincoln. All the boys, just about, went to Lincoln. In those days, I don’t want to, if I could turn that off [gestures to the spotlight], we considered the guys going to Stadium [stage whispers] sissies! [laughter] Why?",
,Lisa,We won’t tell Dr. Munekata that.,
,Kazumo,"Why? Well, I don’t know, that’s, you know, but it was because, see, those of us that went to Lincoln went there because we wanted to take shop. We, at that time, wasn’t sure, you know, career?",
0:49:58,Kazumo,"You know, you may have to, you know, if you asked any of the older people, they would’ve told us that we were going to be back there working in my dad’s produce market anyhow. So we’d better learn how to do carpentry and [blows nose into handkerchief] that kind of stuff. But anyhow…",
,Lisa,What year did you graduate high school? I’m sorry.,
,Kazumo,1940,
,Lisa,Okay.,
,Mary,"And going back to younger days, did your family speak Japanese in the home?",
,Kazumo,Yes.,
,Mary,Uh-huh.,
,Kazumo,"Only half-half. You know, sort of, Dad having been in business, could understand a lot of what we were saying too, so… Mom didn’t understand too much. The only thing – Mom was, this is kind of a cute story. Mom came to Tacoma, and she remembered the sign up there [draws a signboard overhead], and it’s “Amocat” [runs fingers from left to right]. Well, that was “Tacoma” for her, because Amocat is Tacoma backwards. Well, you know, in Japan you read this way [runs hand from right to left].",
,Mary,"That’s right, that’s right.",
,Lisa,Oh!,
,Kazumo,"So, Amocat was Tacoma for her. [laughter from everyone] So she, you know, I can’t remember now if there’s that big sign up there yet.",
,Mary,"There is a sign, because that was a distributing, distributing company of some kind.",
,Kazumo,"Yeah, it was for canned goods. Yeah, yeah.",
,Mary,"And the University of Washington – Tacoma, they have a scholarship called the “Amocat Scholarships.”",
,Kazumo,Oh! That’s right!,
,Lisa,You remember that?,
,Kazumo,"That’s right! They do. I remember saying, I might have mentioned that to you…",
,Lisa,We talked about it.,
,Kazumo,"The Amocat, Amocat story.",
,Lisa,"So what was that transition like, when you went from a house where it was Japanese speaking to school, public school, where it was English speaking.",
,Kazumo,"Didn’t even know the difference. Because you spent, the rest of your existence was outside of your house. You know, if you helped at the stores, and all that, it was all English. Everywhere else that you, that you’re conver- conversations with other Japanese-Americans was all in English. I mean, I don’t… I think we’ve had more, maybe, conversation in Japanese with other Niseis after I left Tacoma. After I came out to Chicago, maybe, or you know, I can’t really even tell you when, and only because it’s a curiosity item, just about. You know, you come here and you talk to Chizu, for example, and all of a sudden she was start spouting Japanese to you.",
,Mary,Mm-hmm.,
